,,Sensitivity,,Specificity
17528,2.301,0.91,2.527,0.93
17529,2.301,0.91,2.527,0.93
17530,3.579,0.97,4.404,0.99
17531,2.976,0.95,10.48,1.00
17532,3.933,0.98,4.148,0.98
17533,3.933,0.98,4.148,0.98
17534,3.933,0.98,4.148,0.98
17535,3.201,0.96,2.524,0.93
17536,3.201,0.96,2.524,0.93
17537,3.633,0.97,5.618,1.00
17538,3.633,0.97,5.618,1.00
17539,3.633,0.97,5.618,1.00
17540,3.633,0.97,5.618,1.00
17541,3.811,0.98,-4.137,0.02
17542,2.925,0.95,2.136,0.89
17543,3.067,0.96,7.095,1.00
17544,3.067,0.96,7.095,1.00
17545,3.067,0.96,7.095,1.00
17546,3.067,0.96,7.095,1.00
17547,3.067,0.96,7.095,1.00
17548,3.067,0.96,7.095,1.00
17549,3.067,0.96,7.095,1.00
17550,3.067,0.96,7.095,1.00
17551,5.004,0.99,-13.05,0.00
17552,5.004,0.99,-13.05,0.00
17553,5.004,0.99,-13.05,0.00
17554,0.6564,0.66,-0.3365,0.42
17555,0.6564,0.66,-0.3365,0.42
17556,2.066,0.89,1.326,0.79
17557,2.066,0.89,1.326,0.79
17558,3.197,0.96,11.2,1.00
17559,3.197,0.96,11.2,1.00
17560,2.111,0.89,6.759,1.00
17561,2.848,0.95,-4.405,0.01
17562,2.987,0.95,-1.878,0.13
17563,2.987,0.95,-1.878,0.13
17564,3.685,0.98,1.134,0.76
17565,3.685,0.98,1.134,0.76
17566,3.685,0.98,1.134,0.76
17567,3.685,0.98,1.134,0.76
17568,3.685,0.98,1.134,0.76
17569,3.446,0.97,1.96,0.88
17570,2.348,0.91,5.75,1.00
17571,2.858,0.95,13.21,1.00
17572,2.858,0.95,13.21,1.00
17573,2.858,0.95,13.21,1.00
17574,2.858,0.95,13.21,1.00
17575,2.858,0.95,13.21,1.00
17576,3.642,0.97,1.796,0.86
17577,3.642,0.97,1.796,0.86
17578,3.034,0.95,4.63,0.99
17579,3.034,0.95,4.63,0.99
17580,3.034,0.95,4.63,0.99
17581,4.212,0.99,-14.55,0.00
17582,3.57,0.97,-9.466,0.00
17583,3.352,0.97,-7.019,0.00
17584,2.911,0.95,-5.005,0.01
17585,2.911,0.95,-5.005,0.01
17586,4.479,0.99,9.503,1.00
17587,4.479,0.99,9.503,1.00
17588,4.479,0.99,9.503,1.00
17589,3.961,0.98,1.798,0.86
17590,3.961,0.98,1.798,0.86
17591,3.289,0.96,-0.8711,0.30
17592,3.289,0.96,-0.8711,0.30
17593,3.936,0.98,6.257,1.00
17594,3.936,0.98,6.257,1.00
17595,3.936,0.98,6.257,1.00
17596,3.936,0.98,6.257,1.00
17597,3.936,0.98,6.257,1.00
17598,3.936,0.98,6.257,1.00
17599,3.936,0.98,6.257,1.00
17600,3.936,0.98,6.257,1.00
17601,3.145,0.96,-11.75,0.00
17602,3.881,0.98,16.27,1.00
17603,2.662,0.93,7.128,1.00
17604,2.662,0.93,7.128,1.00
17605,2.662,0.93,7.128,1.00
17606,2.662,0.93,7.128,1.00
17607,2.662,0.93,7.128,1.00
17608,2.662,0.93,7.128,1.00
17609,3.128,0.96,4.27,0.99
17610,3.128,0.96,4.27,0.99
17611,4.396,0.99,-0.7053,0.33
17612,4.396,0.99,-0.7053,0.33
17613,4.396,0.99,-0.7053,0.33
17614,4.396,0.99,-0.7053,0.33
17615,4.396,0.99,-0.7053,0.33
17616,4.396,0.99,-0.7053,0.33
17617,2.416,0.92,4.306,0.99
17618,2.416,0.92,4.306,0.99
17619,2.416,0.92,4.306,0.99
17620,2.416,0.92,4.306,0.99
17621,4.177,0.98,-7.545,0.00
17622,4.177,0.98,-7.545,0.00
17623,3.929,0.98,17.79,1.00
17624,3.929,0.98,17.79,1.00
17625,3.929,0.98,17.79,1.00
17626,3.929,0.98,17.79,1.00
17627,3.492,0.97,1.484,0.82
17628,3.492,0.97,1.484,0.82
17629,3.492,0.97,1.484,0.82
17630,3.492,0.97,1.484,0.82
17631,3.638,0.97,-18.17,0.00
17632,3.129,0.96,5.049,0.99
17633,3.129,0.96,5.049,0.99
17634,3.129,0.96,5.049,0.99
17635,3.129,0.96,5.049,0.99
17636,3.129,0.96,5.049,0.99
17637,3.129,0.96,5.049,0.99
17638,3.129,0.96,5.049,0.99
17639,3.129,0.96,5.049,0.99
17640,3.129,0.96,5.049,0.99
17641,4.627,0.99,-8.063,0.00
17642,3.236,0.96,-7.403,0.00
17643,3.236,0.96,-7.403,0.00
17644,3.491,0.97,-5.451,0.00
17645,4.02,0.98,1.621,0.83
17646,4.02,0.98,1.621,0.83
17647,4.02,0.98,1.621,0.83
17648,4.141,0.98,3.741,0.98
17649,4.141,0.98,3.741,0.98
17650,4.141,0.98,3.741,0.98
17651,3.939,0.98,12.53,1.00
17652,3.939,0.98,12.53,1.00
17653,3.939,0.98,12.53,1.00
17654,3.939,0.98,12.53,1.00
17655,2.937,0.95,9.854,1.00
17656,3.225,0.96,5.866,1.00
17657,3.225,0.96,5.866,1.00
17658,3.225,0.96,5.866,1.00
17659,3.225,0.96,5.866,1.00
17660,3.225,0.96,5.866,1.00
17661,3.329,0.97,-2.07,0.11
17662,2.81,0.94,5.011,0.99
17663,2.81,0.94,5.011,0.99
17664,2.81,0.94,5.011,0.99
17665,2.81,0.94,5.011,0.99
17666,2.81,0.94,5.011,0.99
17667,2.81,0.94,5.011,0.99
17668,2.81,0.94,5.011,0.99
17669,2.884,0.95,6.027,1.00
17670,2.884,0.95,6.027,1.00
17671,4.609,0.99,-3.794,0.02
17672,4.609,0.99,-3.794,0.02
17673,3.081,0.96,1.808,0.86
17674,3.081,0.96,1.808,0.86
17675,2.682,0.94,3.986,0.98
17676,2.682,0.94,3.986,0.98
17677,2.682,0.94,3.986,0.98
17678,2.682,0.94,3.986,0.98
17679,2.682,0.94,3.986,0.98
17680,2.682,0.94,3.986,0.98
17681,2.527,0.93,9.283,1.00
17682,2.527,0.93,9.283,1.00
17683,2.527,0.93,9.283,1.00
17684,2.527,0.93,9.283,1.00
17685,2.527,0.93,9.283,1.00
17686,2.527,0.93,9.283,1.00
17687,2.527,0.93,9.283,1.00
17688,3.069,0.96,2.687,0.94
17689,3.069,0.96,2.687,0.94
17690,2.788,0.94,5.308,1.00
17691,3.088,0.96,1.306,0.79
17692,3.741,0.98,5.248,0.99
17693,3.741,0.98,5.248,0.99
17694,3.741,0.98,5.248,0.99
17695,3.741,0.98,5.248,0.99
17696,3.741,0.98,5.248,0.99
17697,3.741,0.98,5.248,0.99
17698,2.485,0.92,3.1,0.96
17699,2.485,0.92,3.1,0.96
17700,2.485,0.92,3.1,0.96
17701,4.089,0.98,-0.8419,0.30
17702,4.089,0.98,-0.8419,0.30
17703,4.089,0.98,-0.8419,0.30
17704,2.401,0.92,12.34,1.00
17705,2.401,0.92,12.34,1.00
17706,2.401,0.92,12.34,1.00
17707,3.075,0.96,3.288,0.96
17708,3.178,0.96,6.322,1.00
17709,3.178,0.96,6.322,1.00
17710,3.178,0.96,6.322,1.00
17711,3.668,0.98,-8.626,0.00
17712,4.059,0.98,-3.373,0.03
17713,2.572,0.93,9.445,1.00
17714,2.572,0.93,9.445,1.00
17715,2.572,0.93,9.445,1.00
17716,2.572,0.93,9.445,1.00
17717,2.572,0.93,9.445,1.00
17718,2.572,0.93,9.445,1.00
17719,3.333,0.97,1.765,0.85
17720,3.333,0.97,1.765,0.85
17721,3.998,0.98,-6.113,0.00
17722,2.722,0.94,3.061,0.96
17723,2.722,0.94,3.061,0.96
17724,2.722,0.94,3.061,0.96
17725,2.576,0.93,4.719,0.99
17726,2.697,0.94,4.019,0.98
17727,2.697,0.94,4.019,0.98
17728,2.697,0.94,4.019,0.98
17729,2.697,0.94,4.019,0.98
17730,2.697,0.94,4.019,0.98
17731,2.91,0.95,-10.44,0.00
17732,3.465,0.97,8.366,1.00
17733,2.904,0.95,10.22,1.00
17734,2.904,0.95,10.22,1.00
17735,3.786,0.98,8.571,1.00
17736,3.786,0.98,8.571,1.00
17737,3.786,0.98,8.571,1.00
17738,3.786,0.98,8.571,1.00
17739,3.786,0.98,8.571,1.00
17740,3.587,0.97,3.184,0.96
17741,3.46,0.97,-25.47,0.00
17742,3.749,0.98,-1.915,0.13
17743,3.187,0.96,3.234,0.96
17744,3.187,0.96,3.234,0.96
17745,3.187,0.96,3.234,0.96
17746,3.187,0.96,3.234,0.96
17747,3.187,0.96,3.234,0.96
17748,3.187,0.96,3.234,0.96
17749,3.187,0.96,3.234,0.96
17750,3.187,0.96,3.234,0.96
17751,3.531,0.97,-9.78,0.00
17752,3.531,0.97,-9.78,0.00
17753,2.505,0.92,3.237,0.96
17754,2.505,0.92,3.237,0.96
17755,2.505,0.92,3.237,0.96
17756,2.505,0.92,3.237,0.96
17757,2.505,0.92,3.237,0.96
17758,2.505,0.92,3.237,0.96
17759,2.505,0.92,3.237,0.96
17760,2.505,0.92,3.237,0.96
17761,3.249,0.96,-16.73,0.00
17762,3.334,0.97,-4.939,0.01
17763,3.334,0.97,-4.939,0.01
17764,3.334,0.97,-4.939,0.01
17765,4.597,0.99,-2.702,0.06
17766,1.336,0.79,19.29,1.00
17767,1.336,0.79,19.29,1.00
17768,2.235,0.90,9.476,1.00
17769,2.235,0.90,9.476,1.00
17770,2.235,0.90,9.476,1.00
17771,3.51,0.97,-10.44,0.00
17772,2.811,0.94,-5.968,0.00
17773,2.811,0.94,-5.968,0.00
17774,3.037,0.95,-1.091,0.25
17775,3.194,0.96,7.431,1.00
17776,3.194,0.96,7.431,1.00
17777,3.194,0.96,7.431,1.00
17778,3.194,0.96,7.431,1.00
17779,3.194,0.96,7.431,1.00
17780,3.194,0.96,7.431,1.00
17781,4.993,0.99,-16.21,0.00
17782,1.537,0.82,-5.165,0.01
17783,2.827,0.94,0.7311,0.68
17784,4.184,0.98,14.07,1.00
17785,4.184,0.98,14.07,1.00
17786,4.184,0.98,14.07,1.00
17787,4.184,0.98,14.07,1.00
17788,4.184,0.98,14.07,1.00
17789,3.699,0.98,3.244,0.96
17790,3.699,0.98,3.244,0.96
17791,3.455,0.97,-7.301,0.00
17792,3.274,0.96,-5.839,0.00
17793,3.071,0.96,-5.226,0.01
17794,3.352,0.97,3.083,0.96
17795,3.784,0.98,5.562,1.00
17796,3.784,0.98,5.562,1.00
17797,3.784,0.98,5.562,1.00
17798,2.908,0.95,2.825,0.94
17799,2.908,0.95,2.825,0.94
17800,2.908,0.95,2.825,0.94
17801,3.85,0.98,4.791,0.99
17802,3.85,0.98,4.791,0.99
17803,3.85,0.98,4.791,0.99
17804,3.85,0.98,4.791,0.99
17805,3.85,0.98,4.791,0.99
17806,3.85,0.98,4.791,0.99
17807,3.85,0.98,4.791,0.99
17808,3.85,0.98,4.791,0.99
17809,3.013,0.95,5.516,1.00
17810,3.013,0.95,5.516,1.00
17811,2.736,0.94,11.44,1.00
17812,2.993,0.95,2.027,0.88
17813,2.993,0.95,2.027,0.88
17814,2.993,0.95,2.027,0.88
17815,2.947,0.95,5.924,1.00
17816,2.947,0.95,5.924,1.00
17817,2.982,0.95,4.588,0.99
17818,2.982,0.95,4.588,0.99
17819,3.267,0.96,6.758,1.00
17820,3.267,0.96,6.758,1.00
17821,4.03,0.98,12.33,1.00
17822,4.03,0.98,12.33,1.00
17823,4.03,0.98,12.33,1.00
17824,3.59,0.97,4.997,0.99
17825,3.59,0.97,4.997,0.99
17826,3.59,0.97,4.997,0.99
17827,3.59,0.97,4.997,0.99
17828,3.59,0.97,4.997,0.99
17829,3.59,0.97,4.997,0.99
17830,3.59,0.97,4.997,0.99
17831,3.148,0.96,7.683,1.00
17832,3.148,0.96,7.683,1.00
17833,3.148,0.96,7.683,1.00
17834,3.148,0.96,7.683,1.00
17835,3.148,0.96,7.683,1.00
17836,3.148,0.96,7.683,1.00
17837,3.148,0.96,7.683,1.00
17838,3.148,0.96,7.683,1.00
17839,3.148,0.96,7.683,1.00
17840,2.893,0.95,9.119,1.00
17841,3.476,0.97,-0.8368,0.30
17842,2.396,0.92,13.36,1.00
17843,2.396,0.92,13.36,1.00
17844,2.396,0.92,13.36,1.00
17845,2.396,0.92,13.36,1.00
17846,2.571,0.93,4.349,0.99
17847,2.571,0.93,4.349,0.99
17848,2.571,0.93,4.349,0.99
17849,2.571,0.93,4.349,0.99
17850,2.571,0.93,4.349,0.99
17851,2.634,0.93,6.911,1.00
17852,2.634,0.93,6.911,1.00
17853,2.634,0.93,6.911,1.00
17854,2.634,0.93,6.911,1.00
17855,2.634,0.93,6.911,1.00
17856,2.634,0.93,6.911,1.00
17857,2.634,0.93,6.911,1.00
17858,3.91,0.98,2.599,0.93
17859,3.91,0.98,2.599,0.93
17860,3.91,0.98,2.599,0.93
17861,4.984,0.99,-2.851,0.05
17862,0.48,0.62,12.79,1.00
17863,0.48,0.62,12.79,1.00
17864,0.48,0.62,12.79,1.00
17865,0.48,0.62,12.79,1.00
17866,0.48,0.62,12.79,1.00
17867,0.48,0.62,12.79,1.00
17868,0.48,0.62,12.79,1.00
17869,0.48,0.62,12.79,1.00
17870,0.48,0.62,12.79,1.00
17871,3.657,0.97,-2.551,0.07
17872,3.657,0.97,-2.551,0.07
17873,2.503,0.92,2.917,0.95
17874,2.503,0.92,2.917,0.95
17875,3.767,0.98,4.314,0.99
17876,3.767,0.98,4.314,0.99
17877,3.767,0.98,4.314,0.99
17878,3.767,0.98,4.314,0.99
17879,3.767,0.98,4.314,0.99
17880,3.413,0.97,5.324,1.00
17881,3.74,0.98,-9.35,0.00
17882,3.74,0.98,-9.35,0.00
17883,4.164,0.98,2.47,0.92
17884,4.164,0.98,2.47,0.92
17885,4.164,0.98,2.47,0.92
17886,4.164,0.98,2.47,0.92
17887,4.164,0.98,2.47,0.92
17888,4.164,0.98,2.47,0.92
17889,4.164,0.98,2.47,0.92
17890,4.164,0.98,2.47,0.92
17891,3.924,0.98,1.204,0.77
17892,2.639,0.93,4.953,0.99
17893,2.639,0.93,4.953,0.99
17894,2.639,0.93,4.953,0.99
17895,2.639,0.93,4.953,0.99
17896,2.639,0.93,4.953,0.99
17897,2.639,0.93,4.953,0.99
17898,2.639,0.93,4.953,0.99
17899,2.639,0.93,4.953,0.99
17900,2.639,0.93,4.953,0.99
17901,3.219,0.96,-9.249,0.00
17902,3.309,0.96,3.755,0.98
17903,3.309,0.96,3.755,0.98
17904,3.309,0.96,3.755,0.98
17905,3.515,0.97,6.178,1.00
17906,3.515,0.97,6.178,1.00
17907,3.515,0.97,6.178,1.00
17908,3.515,0.97,6.178,1.00
17909,3.515,0.97,6.178,1.00
17910,3.336,0.97,2.924,0.95
17911,2.964,0.95,-9.177,0.00
17912,2.979,0.95,-3.538,0.03
17913,2.979,0.95,-3.538,0.03
17914,2.979,0.95,-3.538,0.03
17915,3.112,0.96,9.208,1.00
17916,3.692,0.98,6.883,1.00
17917,3.692,0.98,6.883,1.00
17918,3.692,0.98,6.883,1.00
17919,3.692,0.98,6.883,1.00
17920,3.692,0.98,6.883,1.00
17921,3.207,0.96,3.093,0.96
17922,3.207,0.96,3.093,0.96
17923,3.207,0.96,3.093,0.96
17924,3.207,0.96,3.093,0.96
17925,3.207,0.96,3.093,0.96
17926,3.207,0.96,3.093,0.96
17927,3.207,0.96,3.093,0.96
17928,3.207,0.96,3.093,0.96
17929,3.207,0.96,3.093,0.96
17930,3.207,0.96,3.093,0.96
17931,2.721,0.94,-15.94,0.00
17932,3.79,0.98,-7.155,0.00
17933,3.79,0.98,-7.155,0.00
17934,4.724,0.99,2.864,0.95
17935,4.724,0.99,2.864,0.95
17936,4.724,0.99,2.864,0.95
17937,4.724,0.99,2.864,0.95
17938,4.724,0.99,2.864,0.95
17939,4.724,0.99,2.864,0.95
17940,4.724,0.99,2.864,0.95
17941,3.881,0.98,-7.821,0.00
17942,4.127,0.98,-7.553,0.00
17943,3.714,0.98,3.227,0.96
17944,3.714,0.98,3.227,0.96
17945,3.714,0.98,3.227,0.96
17946,3.714,0.98,3.227,0.96
17947,3.714,0.98,3.227,0.96
17948,3.714,0.98,3.227,0.96
17949,3.714,0.98,3.227,0.96
17950,3.714,0.98,3.227,0.96
17951,5.295,1.00,-10.34,0.00
17952,1.239,0.78,2.317,0.91
17953,1.239,0.78,2.317,0.91
17954,1.239,0.78,2.317,0.91
17955,1.239,0.78,2.317,0.91
17956,1.239,0.78,2.317,0.91
17957,1.239,0.78,2.317,0.91
17958,1.239,0.78,2.317,0.91
17959,1.239,0.78,2.317,0.91
17960,1.239,0.78,2.317,0.91
17961,3.465,0.97,14.19,1.00
17962,3.465,0.97,14.19,1.00
17963,3.534,0.97,14.38,1.00
17964,3.534,0.97,14.38,1.00
17965,3.534,0.97,14.38,1.00
17966,3.534,0.97,14.38,1.00
17967,2.791,0.94,5.712,1.00
17968,2.791,0.94,5.712,1.00
17969,2.791,0.94,5.712,1.00
17970,2.791,0.94,5.712,1.00
17971,3.94,0.98,-5.953,0.00
17972,2.495,0.92,4.894,0.99
17973,2.495,0.92,4.894,0.99
17974,2.495,0.92,4.894,0.99
17975,2.495,0.92,4.894,0.99
17976,2.495,0.92,4.894,0.99
17977,2.495,0.92,4.894,0.99
17978,2.495,0.92,4.894,0.99
17979,2.495,0.92,4.894,0.99
17980,2.495,0.92,4.894,0.99
17981,3.141,0.96,-16.84,0.00
17982,2.837,0.94,-13.27,0.00
17983,3.639,0.97,-7.777,0.00
17984,3.639,0.97,-7.777,0.00
17985,3.6,0.97,19.49,1.00
17986,3.498,0.97,10.15,1.00
17987,3.498,0.97,10.15,1.00
17988,3.498,0.97,10.15,1.00
17989,3.498,0.97,10.15,1.00
17990,3.412,0.97,3.114,0.96
17991,3.187,0.96,-15.92,0.00
17992,3.588,0.97,-1.869,0.13
17993,3.588,0.97,-1.869,0.13
17994,3.588,0.97,-1.869,0.13
17995,2.744,0.94,0.08289,0.52
17996,3.121,0.96,7.983,1.00
17997,3.121,0.96,7.983,1.00
17998,3.121,0.96,7.983,1.00
17999,3.121,0.96,7.983,1.00
18000,3.121,0.96,7.983,1.00
18001,3.166,0.96,5.002,0.99
18002,3.166,0.96,5.002,0.99
18003,3.166,0.96,5.002,0.99
18004,3.166,0.96,5.002,0.99
18005,3.166,0.96,5.002,0.99
18006,3.166,0.96,5.002,0.99
18007,3.166,0.96,5.002,0.99
18008,3.166,0.96,5.002,0.99
18009,3.166,0.96,5.002,0.99
18010,3.166,0.96,5.002,0.99
18011,4.391,0.99,5.183,0.99
18012,4.391,0.99,5.183,0.99
18013,4.391,0.99,5.183,0.99
18014,4.391,0.99,5.183,0.99
18015,4.391,0.99,5.183,0.99
18016,4.391,0.99,5.183,0.99
18017,4.391,0.99,5.183,0.99
18018,4.391,0.99,5.183,0.99
18019,4.391,0.99,5.183,0.99
18020,4.391,0.99,5.183,0.99
18021,2.537,0.93,2.407,0.92
18022,2.537,0.93,2.407,0.92
18023,3.128,0.96,3.87,0.98
18024,3.128,0.96,3.87,0.98
18025,3.128,0.96,3.87,0.98
18026,3.128,0.96,3.87,0.98
18027,3.128,0.96,3.87,0.98
18028,2.961,0.95,3.789,0.98
18029,3.114,0.96,3.349,0.97
18030,3.114,0.96,3.349,0.97
18031,3.267,0.96,-15.03,0.00
18032,3.98,0.98,-1.26,0.22
18033,2.615,0.93,6.058,1.00
18034,2.615,0.93,6.058,1.00
18035,2.615,0.93,6.058,1.00
18036,2.615,0.93,6.058,1.00
18037,2.615,0.93,6.058,1.00
18038,2.615,0.93,6.058,1.00
18039,2.615,0.93,6.058,1.00
18040,2.615,0.93,6.058,1.00
18041,3.166,0.96,11.85,1.00
18042,4.383,0.99,4.53,0.99
18043,4.383,0.99,4.53,0.99
18044,4.383,0.99,4.53,0.99
18045,4.383,0.99,4.53,0.99
18046,4.383,0.99,4.53,0.99
18047,4.383,0.99,4.53,0.99
18048,4.383,0.99,4.53,0.99
18049,4.383,0.99,4.53,0.99
18050,4.383,0.99,4.53,0.99
18051,3.797,0.98,-17.4,0.00
18052,2.287,0.91,-0.2076,0.45
18053,2.287,0.91,-0.2076,0.45
18054,2.287,0.91,-0.2076,0.45
18055,2.643,0.93,1.851,0.86
18056,3.363,0.97,2.227,0.90
18057,2.551,0.93,9.207,1.00
18058,2.551,0.93,9.207,1.00
18059,2.636,0.93,1.892,0.87
18060,3.416,0.97,2.192,0.90
18061,3.66,0.97,9.438,1.00
18062,3.66,0.97,9.438,1.00
18063,3.66,0.97,9.438,1.00
18064,3.66,0.97,9.438,1.00
18065,3.66,0.97,9.438,1.00
18066,3.66,0.97,9.438,1.00
18067,3.66,0.97,9.438,1.00
18068,3.66,0.97,9.438,1.00
18069,3.66,0.97,9.438,1.00
18070,3.66,0.97,9.438,1.00
18071,2.391,0.92,-11.94,0.00
18072,2.391,0.92,-11.94,0.00
18073,2.391,0.92,-11.94,0.00
18074,2.998,0.95,-9.895,0.00
18075,3.739,0.98,-4.738,0.01
18076,3.109,0.96,-0.1829,0.45
18077,3.109,0.96,-0.1829,0.45
18078,3.109,0.96,-0.1829,0.45
18079,2.86,0.95,2.239,0.90
18080,2.799,0.94,6.597,1.00
18081,4.244,0.99,-10.78,0.00
18082,2.534,0.93,2.329,0.91
18083,2.534,0.93,2.329,0.91
18084,2.534,0.93,2.329,0.91
18085,2.534,0.93,2.329,0.91
18086,2.534,0.93,2.329,0.91
18087,2.534,0.93,2.329,0.91
18088,3.263,0.96,3.666,0.98
18089,3.263,0.96,3.666,0.98
18090,2.987,0.95,6.66,1.00
18091,3.501,0.97,-10.88,0.00
18092,3.501,0.97,-10.88,0.00
18093,3.024,0.95,-4.335,0.01
18094,3.259,0.96,11.22,1.00
18095,3.259,0.96,11.22,1.00
18096,3.259,0.96,11.22,1.00
18097,3.259,0.96,11.22,1.00
18098,3.259,0.96,11.22,1.00
18099,3.259,0.96,11.22,1.00
18100,3.259,0.96,11.22,1.00
18101,3.473,0.97,-5.631,0.00
18102,3.409,0.97,-5.536,0.00
18103,3.409,0.97,-5.536,0.00
18104,3.171,0.96,2.632,0.93
18105,3.171,0.96,2.632,0.93
18106,3.171,0.96,2.632,0.93
18107,3.171,0.96,2.632,0.93
18108,3.171,0.96,2.632,0.93
18109,3.171,0.96,2.632,0.93
18110,3.171,0.96,2.632,0.93
18111,2.912,0.95,4.585,0.99
18112,2.912,0.95,4.585,0.99
18113,2.912,0.95,4.585,0.99
18114,2.912,0.95,4.585,0.99
18115,2.912,0.95,4.585,0.99
18116,2.912,0.95,4.585,0.99
18117,2.912,0.95,4.585,0.99
18118,2.912,0.95,4.585,0.99
18119,2.912,0.95,4.585,0.99
18120,2.912,0.95,4.585,0.99
18121,3.965,0.98,-17.24,0.00
18122,4.077,0.98,3.275,0.96
18123,4.077,0.98,3.275,0.96
18124,4.077,0.98,3.275,0.96
18125,4.077,0.98,3.275,0.96
18126,4.077,0.98,3.275,0.96
18127,4.077,0.98,3.275,0.96
18128,4.077,0.98,3.275,0.96
18129,4.077,0.98,3.275,0.96
18130,4.077,0.98,3.275,0.96
18131,4.359,0.99,15.81,1.00
18132,4.359,0.99,15.81,1.00
18133,4.359,0.99,15.81,1.00
18134,4.359,0.99,15.81,1.00
18135,2.782,0.94,1.952,0.88
18136,3.239,0.96,6.013,1.00
18137,3.901,0.98,4.991,0.99
18138,3.901,0.98,4.991,0.99
18139,3.901,0.98,4.991,0.99
18140,3.704,0.98,3.046,0.95
18141,6.453,1.00,6.6,1.00
18142,6.453,1.00,6.6,1.00
18143,6.453,1.00,6.6,1.00
18144,6.453,1.00,6.6,1.00
18145,6.453,1.00,6.6,1.00
18146,6.453,1.00,6.6,1.00
18147,6.453,1.00,6.6,1.00
18148,6.453,1.00,6.6,1.00
18149,6.453,1.00,6.6,1.00
18150,6.453,1.00,6.6,1.00
18151,2.867,0.95,0.1368,0.53
18152,2.867,0.95,0.1368,0.53
18153,2.867,0.95,0.1368,0.53
18154,2.797,0.94,6.664,1.00
18155,2.797,0.94,6.664,1.00
18156,2.797,0.94,6.664,1.00
18157,2.797,0.94,6.664,1.00
18158,2.797,0.94,6.664,1.00
18159,2.797,0.94,6.664,1.00
18160,2.797,0.94,6.664,1.00
18161,4.573,0.99,1.39,0.80
18162,4.573,0.99,1.39,0.80
18163,4.573,0.99,1.39,0.80
18164,4.573,0.99,1.39,0.80
18165,4.573,0.99,1.39,0.80
18166,4.573,0.99,1.39,0.80
18167,3.319,0.97,7.586,1.00
18168,3.319,0.97,7.586,1.00
18169,3.783,0.98,5.309,1.00
18170,3.783,0.98,5.309,1.00
18171,2.801,0.94,13.47,1.00
18172,2.801,0.94,13.47,1.00
18173,3.713,0.98,7.897,1.00
18174,3.713,0.98,7.897,1.00
18175,3.713,0.98,7.897,1.00
18176,3.713,0.98,7.897,1.00
18177,3.713,0.98,7.897,1.00
18178,4.155,0.98,3.135,0.96
18179,4.155,0.98,3.135,0.96
18180,4.155,0.98,3.135,0.96
18181,4.345,0.99,15.08,1.00
18182,2.985,0.95,11.64,1.00
18183,2.985,0.95,11.64,1.00
18184,2.985,0.95,11.64,1.00
18185,2.985,0.95,11.64,1.00
18186,2.985,0.95,11.64,1.00
18187,2.985,0.95,11.64,1.00
18188,2.985,0.95,11.64,1.00
18189,2.985,0.95,11.64,1.00
18190,2.985,0.95,11.64,1.00
18191,3.635,0.97,5.712,1.00
18192,3.635,0.97,5.712,1.00
18193,3.635,0.97,5.712,1.00
18194,3.635,0.97,5.712,1.00
18195,3.635,0.97,5.712,1.00
18196,3.635,0.97,5.712,1.00
18197,3.635,0.97,5.712,1.00
18198,3.635,0.97,5.712,1.00
18199,3.635,0.97,5.712,1.00
18200,3.635,0.97,5.712,1.00
18201,3.478,0.97,7.085,1.00
18202,3.221,0.96,6.833,1.00
18203,3.221,0.96,6.833,1.00
18204,2.313,0.91,7.544,1.00
18205,1.791,0.86,9.034,1.00
18206,2.514,0.93,3.723,0.98
18207,2.514,0.93,3.723,0.98
18208,2.514,0.93,3.723,0.98
18209,2.514,0.93,3.723,0.98
18210,2.514,0.93,3.723,0.98
18211,3.61,0.97,-8.96,0.00
18212,3.471,0.97,4.257,0.99
18213,3.471,0.97,4.257,0.99
18214,3.471,0.97,4.257,0.99
18215,3.471,0.97,4.257,0.99
18216,3.471,0.97,4.257,0.99
18217,3.471,0.97,4.257,0.99
18218,3.471,0.97,4.257,0.99
18219,3.471,0.97,4.257,0.99
18220,3.471,0.97,4.257,0.99
18221,4.129,0.98,-13.73,0.00
18222,4.129,0.98,-13.73,0.00
18223,4.206,0.99,-4.333,0.01
18224,4.988,0.99,-3.853,0.02
18225,4.988,0.99,-3.853,0.02
18226,0.9896,0.73,1.856,0.86
18227,0.9896,0.73,1.856,0.86
18228,0.9896,0.73,1.856,0.86
18229,0.9896,0.73,1.856,0.86
18230,0.9896,0.73,1.856,0.86
18231,3.885,0.98,3.088,0.96
18232,3.885,0.98,3.088,0.96
18233,3.361,0.97,3.788,0.98
18234,3.418,0.97,3.828,0.98
18235,3.418,0.97,3.828,0.98
18236,3.418,0.97,3.828,0.98
18237,3.418,0.97,3.828,0.98
18238,3.418,0.97,3.828,0.98
18239,3.418,0.97,3.828,0.98
18240,3.418,0.97,3.828,0.98
18241,4.094,0.98,7.542,1.00
18242,4.094,0.98,7.542,1.00
18243,4.094,0.98,7.542,1.00
18244,4.094,0.98,7.542,1.00
18245,4.094,0.98,7.542,1.00
18246,3.639,0.97,5.059,0.99
18247,3.639,0.97,5.059,0.99
18248,3.639,0.97,5.059,0.99
18249,3.639,0.97,5.059,0.99
18250,2.755,0.94,4.581,0.99
18251,3.144,0.96,-3.309,0.04
18252,2.78,0.94,7.751,1.00
18253,2.78,0.94,7.751,1.00
18254,2.78,0.94,7.751,1.00
18255,2.78,0.94,7.751,1.00
